sequence name,identity,alignmentLength,maxAlignment,phylum,class,order,family,genus,species,db
d2a794244b8ebeea01f45806b54c0ca3,86.084,309,26599.956,Platyhelminthes,Rhabditophora,Rhabdocoela,Polycystididae,Austrorhynchus,Austrorhynchus_pacificus,SHELBY
d3d18754e48268998cfcc1990a7486de,85.032,314,26700.048,Arthropoda,Insecta,Lepidoptera,Geometridae,Thenopa,Thenopa_diversa,SHELBY
d4ad7b9d24b9467e8b120cbce7c19faa,100,316,31600,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Muggiaea,Muggiaea_atlantica,SHELBY
d6a848c07538fb6f79227f4c84124b9b,80.782,307,24800.074,Arthropoda,Arachnida,Araneae,Araneidae,Caerostris,Caerostris_mitralis,SHELBY
d84cd840c07a72be23296efc0707716e,80.263,304,24399.952,Arthropoda,Malacostraca,Bathynellacea,Parabathynellidae,Brevisomabathynella,Brevisomabathynella_cooperi,SHELBY
d8c2a596831a83a981db781d185eee02,81.579,304,24800.016,Arthropoda,Insecta,Diptera,Sciaridae,Ctenosciara,Ctenosciara_insolita,SHELBY
d8e84f4f466dbe343c1bed73d5575591,81.935,310,25399.85,Annelida,Clitellata,Haplotaxida,Hormogastridae,Hormogaster,Hormogaster_elisae,SHELBY
da77ec528502a5bab67bdf91bd6930f5,80.333,300,24099.9,Arthropoda,Insecta,Lepidoptera,Sphingidae,Ceratomia,Ceratomia_catalpae,SHELBY
db08edab8867f718654d9750a5970741,94.719,303,28699.857,Arthropoda,Malacostraca,Decapoda,Alpheidae,Athanas,Athanas_parvus,SHELBY
dba35f2a6a04f813d1539f9522f89253,81,300,24300,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia_pilistriata,SHELBY
dc1302f9c84831c6c9da8624124fc717,82.911,316,26199.876,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Praya,Praya_dubia,SHELBY
dd2eff6955db9c859ade02809780faef,100,313,31300,Chordata,Actinopteri,Syngnathiformes,Mullidae,Parupeneus,Parupeneus_indicus,SHELBY
e186d89d410e003a0291c75d154867ee,94.249,313,29499.937,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia_vidovici,SHELBY
e24c2a3e2b41a0cfefb49f8794e52ecb,80.696,316,25499.936,Arthropoda,Insecta,Diptera,Tachinidae,Winthemia,Winthemia_sp._tricolorDHJ02,SHELBY
e3aa021e934e3082e3114608536e2125,80.198,303,24299.994,Arthropoda,Insecta,Diptera,Mycetophilidae,Mycetophila,Mycetophilidae_sp._BOLD:ACI5820,SHELBY
e3b91e287283ffe76ac42cf125e9fbaa,89.902,307,27599.914,Nematoda,Chromadorea,Monhysterida,Linhomoeidae,Terschellingia,Terschellingia,SHELBY
e544d21726f098c4e9de5621e7e65dff,86.408,309,26700.072,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,Pseudodiaptomus_annandalei,SHELBY
e618d350d0b4cf7426ad7a4a1a6f5492,80.195,308,24700.06,Arthropoda,Insecta,Diptera,Psychodidae,Sergentomyia,Sergentomyia_babu_babu,SHELBY
e633344bc544d843d835bc94e82e60cc,81.35,311,25299.85,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles_aitkenii,SHELBY
e682c56cd07eb7eba224b0d307ca3451,81.029,311,25200.019,Mollusca,NA,NA,NA,NA,NA,SHELBY
e84f60fe36120cf784d30b37288e66c3,89.744,312,28000.128,Arthropoda,Malacostraca,Decapoda,NA,NA,Caridea_sp._LPdivOTU348,SHELBY
e87f32e9abbe01f99cafa2a1a8d21dec,83.03,330,27399.9,Arthropoda,Hexanauplia,Sessilia,Balanidae,Amphibalanus,Amphibalanus_reticulatus,SHELBY
e8971f87f5572c9928051845ce8e54d1,94.395,339,31999.905,Arthropoda,Malacostraca,Decapoda,Rhynchocinetidae,Rhynchocinetes,Rhynchocinetes_brucei,SHELBY
e9fff4e23af041a3b465655bcb724550,83.636,330,27599.88,Annelida,Polychaeta,Spionida,Cirratulidae,Dodecaceria,Dodecaceria_sp._AMW23009,SHELBY
eaa80f86706485a413db05dae0ea110e,81.47,313,25500.11,Annelida,Polychaeta,Spionida,Spionidae,Boccardiella,Boccardiella_hamata,SHELBY
eb310f3e9981cdf677fa39f465d95b04,91.262,309,28199.958,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sp._BOLD:AAO7110,SHELBY
ec33bc2d652e4e9b834b375366ac8107,83.387,313,26100.131,Mollusca,Bivalvia,Veneroida,Tellinidae,Angulus,Angulus_tenuis,SHELBY
ec5e13517b460ea13f3eaf7c32775c34,83.492,315,26299.98,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Praya,Praya_dubia,SHELBY
ef38478384d46008a2db639004fb89fe,80.667,300,24200.1,Arthropoda,Insecta,NA,NA,NA,NA,SHELBY
efbb4a2d0c75f00800bcd6007257c4b0,80,315,25200,Annelida,Clitellata,Haplotaxida,Lumbricidae,Aporrectodea,Aporrectodea_longa,SHELBY
f06166585d8e2d1bd6bb7a571fefb44e,85.209,311,26499.999,Mollusca,Bivalvia,Galeommatida,Galeommatidae,Scintilla,Scintilla_violescens_HK02,SHELBY
f06c2cafdf37374d6d61f340f481fa80,93.092,304,28299.968,Arthropoda,Malacostraca,Decapoda,Alpheidae,Athanas,Athanas_parvus,SHELBY
f09c28bb21b22889800b9ce94b9b01e9,80.126,317,25399.942,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,Tethya_californiana,SHELBY
f103416b4682ecf39be5b45da1d22471,80.263,304,24399.952,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,Harpacticoida_sp._BOLD:ACM2621,SHELBY
f174a5b2f413f0cb86260f222c159c5c,100,313,31300,Cnidaria,Scyphozoa,Rhizostomeae,Mastigiidae,Phyllorhiza,Phyllorhiza_punctata,SHELBY
f1cdaf0dc883f92de04b157da700a3c8,100,313,31300,Mollusca,Bivalvia,Arcida,Arcidae,Arca,Arca_HK01,SHELBY
f1ecd077ee51aaef598462b73199e84f,87.859,313,27499.867,CnidariaCnidaria,NA,NA,NA,NA,NA,SHELBY
f1fc58ce6cd1d4c7f8281d6ec7bddad1,84.887,311,26399.857,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sp._BOLD:AAX5147,SHELBY
f27220652b0b97a16ed197fa533a4832,82.637,311,25700.107,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,Harpacticoida_sp._BOLD:ACM2621,SHELBY
f45cb5abcc0c3fbdf4233209d708e6a6,99.359,312,31000.008,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Pelagia,Pelagia_sp._Plg_P2,SHELBY
f59500c52161be63b29ed90ff745977b,89.068,311,27700.148,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sp._BOLD:AAO7110,SHELBY
f596b1c9fb80a6ea278df9e6bd02a533,85.58,319,27300.02,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,Cecidomyiidae_sp._BIOUG21460-H02,SHELBY
f61b7a717ea8065d700359aba794b704,81.848,303,24799.944,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara_erratica,SHELBY
f682e2f825b4bcba58b5d7c3db7b61f2,82.111,341,27999.851,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia_dichotoma,SHELBY
f71a17758c8326d2781d5c96aa517822,92.971,313,29099.923,Arthropoda,Malacostraca,Decapoda,Xanthidae,Leptodius,Lepidonotus_HK01,SHELBY
f7b06e2f9baa7ade7ffe5036c49f78a4,93.91,312,29299.92,Annelida,Polychaeta,Phyllodocida,Hesionidae,Leocrates,Leocrates_chinensis_HK01,SHELBY
f7cc2b730a4a34c5ad99c7a680f722d9,80.731,301,24300.031,Arthropoda,Arachnida,Araneae,Linyphiidae,Mermessus,Mermessus_trilobatus,SHELBY
f7eaff012355b1d9ad013bcfaae8f22b,80.696,316,25499.936,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Cymodoce,Cymodoce_sp._Cy130079,SHELBY
f885a2c92fce58f420b07aa9fb7edb10,80,300,24000,Arthropoda,Insecta,Coleoptera,Carabidae,Poecilus,Poecilus_chalcites,SHELBY
fb0d1916d61f271ad675dfe0a629ddd8,87.353,340,29700.02,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eumida,Eumida_longicornuta,SHELBY
fbc7cd6ddefe12c9b23315daf657545d,81.905,315,25800.075,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Marrus,Marrus_sp._2_BO-2009,SHELBY
fd13fbd50fda3970b0a87a433f625cb4,87.22,313,27299.86,Nemertea,Palaeonemertea,Tubulaniformes,Tubulanidae,Tubulanus,Tubulanus_lutescens,SHELBY
fe303a311d96f184600c72c00cebf918,100,313,31300,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,Scolecithricella_longispinosa,SHELBY
ff5c7a3e70b915d9c5af9ec0b6fac3cf,100,313,31300,Chordata,Actinopteri,Chaetodontiformes,Leiognathidae,Equulites,Equulites_leuciscus,SHELBY
ff6e5811cb0ff41d4c083ed430fecf6e,80.731,301,24300.031,Arthropoda,Insecta,Lepidoptera,Geometridae,Lophosticha,Lophosticha_psorallodes,SHELBY
3041157761615c5b42c2477f45fa5aa3,80.392,306,24599.952,Arthropoda,Insecta,Coleoptera,Cupedidae,Priacma,Priacma_serrata,SHELBY
443a2832c10a8428261006bdd8448ad7,82.166,314,25800.124,Nematoda,Enoplea,Enoplida,Leptosomatidae,Cylicolaimus,Cylicolaimus_sp._1AMA,SHELBY
cfb3c544a802e1fd4b1a580b4fcaaccb,87.87,338,29700.06,Annelida,Polychaeta,Spionida,Cirratulidae,Dodecaceria,Dodecaceria_sp._AMW23009,SHELBY
efb22a0a1f1e12c262addef653240686,88.818,313,27800.034,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Corrosella,Corrosella_falkneri,SHELBY
133e0e6d4ad9b8f1c4d6993d30141439,83.333,312,25999.896,Annelida,Polychaeta,Phyllodocida,Nereididae,Perinereis,Perinereis,MIDORI
50c5916a894cbeb0bbcd040591b5f09a,80.464,302,24300.128,Annelida,Clitellata,Crassiclitellata,Megascolecidae,genus,NA,MIDORI
ee52cd485b8d120cd5c8404e6b5c5a12,83.28,311,25900.08,Annelida,Polychaeta,Terebellida,Cirratulidae,Raphidrilus,Raphidrilus,MIDORI
cca68dca09e7975534799bb08c5cbb66,81.41,312,25399.92,Annelida,Polychaeta,Phyllodocida,Polynoidae,Eulagisca,Eulagisca,MIDORI
030ccc57477a28dbc0598cba734be78b,80.592,304,24499.968,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucosma,Eucosma,MIDORI
2c48da6ae3d2fec9d3ad65793ef57984,97.756,312,30499.872,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Amphinema,Amphinema,MIDORI
88cfb31992f3209e6771c389bae3a0b8,90,300,27000,Annelida,Polychaeta,Eunicida,Dorvilleidae,Dorvillea,Dorvillea,MIDORI
8268aa99c9b6b25bce8f5c924e1de1e6,98.722,313,30899.986,Porifera,Demospongiae,Suberitida,Suberitidae,genus,NA,MIDORI
bb0984bd6e249d82dcceccc016761b98,90.997,311,28300.067,Annelida,Polychaeta,Eunicida,Eunicidae,Nicidion,Nicidion,MIDORI
fc2fc35f69ea891760963a5f503a5e85,92.652,313,29000.076,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,Peyssonnelia,Peyssonnelia,MIDORI
57216dfc75c376406ee944202a97507c,85.761,309,26500.149,Annelida,Polychaeta,Spionida,Spionidae,Boccardiella,Boccardiella,MIDORI
dc25c9c7e842964f8f9fd4fe5b24190f,99.359,312,31000.008,Annelida,Sipuncula,Phascolosomatiformes,Phascolosomatidae,Phascolosoma,Phascolosoma,MIDORI
30f082d3b2e05ba03c2a862b92b77248,97.764,313,30600.132,Cnidaria,Hydrozoa,Anthoathecata,Zancleopsidae,Zancleopsis,Zancleopsis,MIDORI
052fd0d53698e76e5598d036113e372a,99.681,313,31200.153,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,Glycera,MIDORI
3017f8d48315eef0791a1ccb071ff71c,90.415,313,28299.895,Annelida,Polychaeta,order,NA,NA,NA,MIDORI
2b770ae410a3cdb077f6c635503af083,80.333,300,24099.9,Annelida,Polychaeta,Phyllodocida,Syllidae,genus,NA,MIDORI
5a0236712a00b2025f6671ef46a0c6f6,87.859,313,27499.867,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Lithophyllum,Lithophyllum,MIDORI
18c411b5b090c50c28ebd1debda252c9,95.395,304,29000.08,Mollusca,Bivalvia,Ostreida,Ostreidae,Dendostrea,Dendostrea,MIDORI
6d6a8fbd44f0f5e025296842bd2d6085,96.486,313,30200.118,Porifera,Demospongiae,Suberitida,Suberitidae,genus,NA,MIDORI
9390eb03436e81ed21af33736f7765db,99.681,313,31200.153,Annelida,Polychaeta,order,Maldanidae,genus,NA,MIDORI
f33f1b20b912365eb9e4f4a144344dd2,91.054,313,28499.902,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,Polystrata,Polystrata,MIDORI
4637f088cd83766a05a6a3f029fc7c3d,98.718,312,30800.016,Echinodermata,Ophiuroidea,order,NA,NA,NA,MIDORI
226bc4a2a8fa518452d022bf80276383,84.641,306,25900.146,Annelida,Polychaeta,order,NA,NA,NA,MIDORI
50d44415d08a86e1f33aab80d4305cf2,90.446,314,28400.044,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Hommersandia,Hommersandia,MIDORI
b6444d674e2a5bccc22457e01fdf7a6c,82.724,301,24899.924,Echinodermata,Ophiuroidea,Amphilepidida,Ophiocomidae,Ophiocomella,Ophiocomella,MIDORI
971d8654a45d4a44cfb19b2fae373122,82.051,312,25599.912,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Chrysopetalum,Chrysopetalum,MIDORI
3b13fdb3c1df3ce68e6db1cd9a6ab3bc,80,315,25200,Annelida,Polychaeta,Eunicida,Eunicidae,Palola,Palola,MIDORI
0a71ca55a438ea93f8fcab1990f8c81d,98.722,313,30899.986,Arthropoda,Malacostraca,Decapoda,family,NA,NA,MIDORI
9ef7e977345c29a4628507e50ffb6a1c,100,305,30500,Chordata,Actinopteri,Gobiiformes,Gobiidae,Tridentiger,Tridentiger,MIDORI
5ecb279d665747fd6aa343cf436c716f,99.681,313,31200.153,Annelida,Polychaeta,Phyllodocida,Hesionidae,Micropodarke,Micropodarke,MIDORI
c4db0f683bda15cb395ae3326c263978,87.821,312,27400.152,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Lithophyllum,Lithophyllum,MIDORI
edc84bf0a0a583470f4739de8707c047,87.138,311,27099.918,Porifera,Demospongiae,Biemnida,family,Rhabderemia,Rhabderemia,MIDORI
7c946665799ed824e6ef4542cc256f1a,91.72,314,28800.08,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,Peyssonnelia,Peyssonnelia,MIDORI
34e59705cfa1583143850464a5566cb8,86.817,311,27000.087,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,Callophyllis,MIDORI
61979d682c5987cc39a4220b4a2c0973,86.306,314,27100.084,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia,Laurencia,MIDORI
702ff826190e624003e5fc86727c8bee,99.361,313,31099.993,Porifera,Demospongiae,order,NA,NA,NA,MIDORI
42a3a4251f3ca02aecfb35a6c94577d0,100,313,31300,Rhodophyta,Florideophyceae,Gelidiales,Pterocladiaceae,Pterocladiella,Pterocladiella,MIDORI
cc2dc15846b37136aa147d44a907ed1c,80.128,312,24999.936,Porifera,Demospongiae,Clionaida,Spirastrellidae,Spirastrella,Spirastrella,MIDORI
4c4320ea2ca8142bd310f1ed6c3fdd77,85.897,312,26799.864,Annelida,Polychaeta,Eunicida,Oenonidae,Oenone,Oenone,MIDORI
3c394e2337da1daba59ce9115b473dd9,86.084,309,26599.956,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,Glycera,MIDORI
4d4d2638886ca622aa57af19593d2886,100,313,31300,Annelida,Polychaeta,Phyllodocida,Syllidae,Amblyosyllis,Amblyosyllis,MIDORI
36bad480db22d52ceb6e27ed7be866c9,97.749,311,30399.939,Cnidaria,Hydrozoa,Leptothecata,Dipleurosomatidae,Dichotomia,Dichotomia,MIDORI
deb34dd7b1629a5b45d898fc5443084e,99.361,313,31099.993,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,Haliclona,MIDORI
b3de7fd1f0342c101ae02f1217dbfdb5,82.258,310,25499.98,Annelida,Polychaeta,Eunicida,Eunicidae,Lysidice,Lysidice,MIDORI
a95d1bd2691332171c52845d9adeac73,100,312,31200,Echinodermata,Ophiuroidea,Amphilepidida,Ophiactidae,genus,NA,MIDORI
2c4c423e2f22953b97e552179c20056e,89.251,307,27400.057,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus,MIDORI
2af536f04bb7c3d6b7d6edd37e745b43,80.063,316,25299.908,Arthropoda,Insecta,Lepidoptera,Geometridae,Lissochlora,Lissochlora,MIDORI
ed5072e9671901f95b3dc940aa4f5a7e,99.677,310,30899.87,Annelida,Polychaeta,order,Orbiniidae,genus,NA,MIDORI
3569e93bf01406474011b49f3fb501de,97.764,313,30600.132,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,Mycale,MIDORI
c366455ae46b9f70766d07d33e453752,81.994,311,25500.134,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pandemis,Pandemis,MIDORI
0b5b493b9c14d91e79e62b82bbe007f7,81.21,314,25499.94,Annelida,Polychaeta,Phyllodocida,Syllidae,genus,NA,MIDORI
c3db6253e0718757b553fa788dff318d,99.042,313,31000.146,Cnidaria,Hydrozoa,Anthoathecata,Zancleopsidae,Zancleopsis,Zancleopsis,MIDORI
6d0ac31e73c861db258eb957f2118f8a,82.895,304,25200.08,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,Terebra,MIDORI
c3747568ec14ca4db161055ac48d77f8,90.354,311,28100.094,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Streblocladia,Streblocladia,MIDORI
d2a7625f9e6d35243483e7dcd13c6199,96.166,313,30099.958,Porifera,Demospongiae,Suberitida,Suberitidae,genus,NA,MIDORI
f7c36f0b08100f0a2524f54c84443041,91.054,313,28499.902,Phaeophyceae,Phaeophyceae,Ralfsiales,Ralfsiaceae,Fissipedicella,Fissipedicella,MIDORI
ef808f68e0e6a5bd04821c7fbcee6e80,81.23,309,25100.07,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fountainea,Fountainea,MIDORI
5e8ecb10d663f2d29407ec69be73b36e,100,313,31300,Echinodermata,Holothuroidea,Apodida,Chiridotidae,Taeniogyrus,Taeniogyrus,MIDORI
aada5188f5e402e231be3a22526f25a8,98.722,313,30899.986,Annelida,Polychaeta,Eunicida,Eunicidae,Marphysa,Marphysa,MIDORI
073aff25fe918a6d4aeb990a9a7821d1,100,313,31300,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Amphibalanus,Amphibalanus,MIDORI
7124d0dbff8d507b7b84a128f88a86df,80.065,306,24499.89,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,Chlorella,MIDORI
3216d146a653c965c37291baf8d0d568,95.192,312,29699.904,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Biflustra,Biflustra,MIDORI
fd31f60d8c2a1b03827d7f0e92d64991,88.782,312,27699.984,Cnidaria,Hydrozoa,Leptothecata,Melicertidae,Melicertum,Melicertum,MIDORI
56cb723e5ae87914de3a8314c06589ee,81.388,317,25799.996,Arthropoda,Insecta,Diptera,Psychodidae,Phlebotomus,Phlebotomus,MIDORI
5c04750465b32471c836958425280872,85.942,313,26899.846,Cnidaria,Hydrozoa,Leptothecata,Laodiceidae,Laodicea,Laodicea,MIDORI
61e646f18e952d8a87fec95e235be46d,80.38,316,25400.08,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ancylis,Ancylis,MIDORI
76b2146c70c9d46e5c4904ec5fa215cd,90.675,311,28199.925,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,Peyssonnelia,Peyssonnelia,MIDORI
7ee62c6e7e3d387a49feacece6d17b28,83.168,303,25199.904,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Microcosmus,Microcosmus,MIDORI
bec272cad60189f31dee3debfd8bc28b,84.615,312,26399.88,Bacillariophyta,Coscinodiscophyceae,Stephanodiscales,Stephanodiscaceae,Cyclostephanos,Cyclostephanos,MIDORI
7d20cb551e505e4a7f73c6c3e47b2c5f,80.392,306,24599.952,Arthropoda,Insecta,Diptera,Chloropidae,Hippelates,Hippelates,MIDORI
82362a41a7715fb87d7769c140973265,80.063,316,25299.908,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus,MIDORI
07b6931f2a794ff0cc842e0d0b1fce7a,81.169,308,25000.052,Arthropoda,Hexanauplia,Harpacticoida,Rhizotrichidae,Rhizothrix,Rhizothrix,MIDORI
a31aa0e5d3d10453eff9a6220160274b,92.332,313,28899.916,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Lithophyllum,Lithophyllum,MIDORI
ddaa2129ce0760979958505ec1e57884,82.581,310,25600.11,Platyhelminthes,Rhabditophora,Polycladida,family,NA,NA,MIDORI
b94c562cb7c9cb2c939563226e979e9e,96.785,311,30100.135,Porifera,Demospongiae,Suberitida,Halichondriidae,Hymeniacidon,Hymeniacidon,MIDORI
1bd8099a7549d8694b12a133e9f471c8,80.719,306,24700.014,Echinodermata,Ophiuroidea,Amphilepidida,Ophiactidae,Ophiactis,Ophiactis,MIDORI
f85fbe4dbc9a7983eb6687da53d180c5,86.262,313,27000.006,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutima,Eutima,MIDORI
1379f2369e60562ae61538e31ac4a3ba,88.179,313,27600.027,Annelida,Polychaeta,order,Capitellidae,Heteromastus,Heteromastus,MIDORI
65da2d6bb93f82aeeda8165eef6df574,82.132,319,26200.108,Onychophora,Udeonychophora,Euonychophora,Peripatopsidae,Baeothele,Baeothele,MIDORI
f889662dc4ee2ef8c2215fc77075236f,82.724,301,24899.924,Annelida,Polychaeta,Phyllodocida,Syllidae,genus,NA,MIDORI
596b30985b1140072e0fd88664256802,100,313,31300,Arthropoda,Malacostraca,Decapoda,family,NA,NA,MIDORI
19fe8d66957c7f16cabbca379abd1dc5,84.667,300,25400.1,Platyhelminthes,Rhabditophora,Polycladida,Hoploplanidae,Hoploplana,Hoploplana,MIDORI
591e04301f649e46b1ac15253305c50c,81.818,308,25199.944,Arthropoda,Insecta,Mecoptera,Panorpidae,Panorpa,Panorpa,MIDORI
eefe49d55eaec51bd2aee901b4f193fa,88.141,312,27499.992,Annelida,Polychaeta,Sabellida,Sabellidae,Myxicola,Myxicola,MIDORI
20a8b476810d8e256be74cae917af38e,81.847,314,25699.958,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis,Odontosyllis,MIDORI
235ab8e1b25bd31da626e1c7cb07e2ed,86.943,314,27300.102,Mollusca,Gastropoda,Littorinimorpha,family,NA,NA,MIDORI
22881948c319a8691c7ddcce50bfeeb2,81.877,309,25299.993,Arthropoda,Malacostraca,Mysida,Mysidae,Mysis,Mysis,MIDORI
340fb5e8fc1d975b47760c5b8b18d11c,99.038,312,30899.856,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Lissodendoryx,Lissodendoryx,MIDORI
9ad7a6c6843f27acbafb429435ae4d2c,100,313,31300,Arthropoda,Thecostraca,Lithoglyptida,Lithoglyptidae,Armatoglyptes,Armatoglyptes,MIDORI
2e7c069a95d6d9d2fedac869564246b1,99.361,313,31099.993,Annelida,Polychaeta,Terebellida,Cirratulidae,Ctenodrilus,Ctenodrilus,MIDORI
1b7ed1ee96dc75d606b3b43fee0f0b8e,93.269,312,29099.928,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,genus,NA,MIDORI
30c97813bbba90361767a97535739c36,100,312,31200,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Lithophyllum,Lithophyllum,MIDORI
f5d97bf54a84bb0f59c320377de8a87c,90.675,311,28199.925,Rhodophyta,Florideophyceae,Peyssonneliales,Peyssonneliaceae,Peyssonnelia,Peyssonnelia,MIDORI
8207cce700d9d3d75ce5fd53831badaf,100,313,31300,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,Gelidium,MIDORI
fba538481004e00d20a2b98ef89dd8f1,94.569,313,29600.097,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Biflustra,Biflustra,MIDORI
ace496cdbc8fc041999b1827eee84ee8,80.528,303,24399.984,Arthropoda,Insecta,Lepidoptera,Elachistidae,genus,NA,MIDORI
810895a3d3122fef28d0c391b19dab09,87.821,312,27400.152,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Leucozonia,Leucozonia,MIDORI
720303016385d1911da1ffa5164ca5aa,99.361,313,31099.993,Porifera,Demospongiae,Poecilosclerida,Hymedesmiidae,Phorbas,Phorbas,MIDORI
31f9ee23119dbecf0dd964af2eec8f83,100,310,31000,Phaeophyceae,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Hydroclathrus,Hydroclathrus,MIDORI
e6be42bc9edadf96bd58eb2005c6efd6,87.781,311,27299.891,Cnidaria,Hydrozoa,Leptothecata,Laodiceidae,Laodicea,Laodicea,MIDORI
6a95c8b1d073afa3658bd3efc9801f9b,93.91,312,29299.92,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus,Lepidonotus,MIDORI
fc5608b3c6defaa0f0c7859498347bb9,95.192,312,29699.904,Annelida,Polychaeta,Phyllodocida,Syllidae,Haplosyllis,Haplosyllis,MIDORI
ff6dd0d259e3e7452f5234aaedbbfb0a,95.208,313,29800.104,Annelida,Polychaeta,order,NA,NA,NA,MIDORI
7d6113b1412d981827f9bea04691a3dd,88.852,305,27099.86,Rhodophyta,Florideophyceae,Hapalidiales,Hapalidiaceae,Lithothamnion,Lithothamnion,MIDORI
d71d1589de59ba851286e254b7b035b9,84.839,310,26300.09,Arthropoda,Malacostraca,Amphipoda,Melitidae,Quadrimaera,Quadrimaera,MIDORI
7ff984f7af20217a5d946bb6509684af,83.067,313,25999.971,Bryozoa,Gymnolaemata,Cheilostomatida,Lanceoporidae,Calyptotheca,Calyptotheca,MIDORI
8894061edd91ae9ffae2bd53f18f61a4,81.27,315,25600.05,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,Tomopteris,MIDORI
15e9a9654850393703cd9b79d268e24c,100,313,31300,Annelida,Polychaeta,Eunicida,Oenonidae,genus,NA,MIDORI
71a5f7872ecedf0abfce7d1fe163788d,80.063,316,25299.908,Arthropoda,Hexanauplia,Poecilostomatoida,Ergasilidae,genus,NA,MIDORI
a6ba98732a1dee9d2d6647c1d5c14ed0,81.013,316,25600.108,Arthropoda,Insecta,Lepidoptera,Cossidae,Endoxyla,Endoxyla,MIDORI
d780987b292bbc7a712a0a6b3e95305a,81.029,311,25200.019,Platyhelminthes,Rhabditophora,Polycladida,Notoplanidae,Notoplana,Notoplana,MIDORI
7dc891d8e277fcc9942ec3406614e6cf,90.127,314,28299.878,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,Aequorea,MIDORI
